,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,review
22,2022-01-18T07:22:31.000Z,992381,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/myuteadhilia"">myuteadhilia</a></p>]","[<p class=""profile-age"">19 - 24</p>]",14329,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/lotion-emulsion-45/cosrx/oil-free-ultra-moisturizing-lotion-with-birch-sap?tab=reviews"">Oil-free Ultra-Moisturizing Lotion (with Birch Sap)</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/cosrx?tab=products&amp;order=popular&amp;page=1"">Cosrx</a></h3>]","[<span class=""rating-text"">4.1</span>]","[<span class=""rating-total"">(<!-- -->1066<!-- -->)</span>]",Shopee,Lotion \\u0026 Emulsion,Moisturizer,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",3 months - 6 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>myuteadhilia recommends this product!</b></p>]","One of my all time favorite perfumes. The smell is comforting, like grandma\'s hug. Aroma jasminenya enggak dominan, malah cenderung powdery IMO. Baunya samar, enggak overwhelming, cocok buat ngantor. Cuma yg nyebelin adalah parfum ini gak awet, setelah 6 jam-an harus disemprot ulang. """
23,2022-01-18T07:21:39.000Z,870995,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/insyirazeafitri"">insyirazeafitri</a></p>]","[<p class=""profile-age"">19 - 24</p>]",80039,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/toner/gentle-hour/dew-it-again-hydrating-toner?tab=reviews"">Dew It Again Hydrating Toner</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/gentle-hour?tab=products&amp;order=popular&amp;page=1"">Gentle Hour</a></h3>]","[<span class=""rating-text"">4.3</span>]","[<span class=""rating-total"">(<!-- -->21<!-- -->)</span>]",Gift,Toner,Cleanser,"[<p class=""profile-description"">Normal, Medium Light, Neutral</p>]",3 months - 6 months,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>insyirazeafitri recommends this product!</b></p>]","Cukup ngebantu sih actually kl dipake barengan dengan shampoo nya yg sesama varian. Lumayan bikin rambut lembut dan mencegah rambut cepet lepek. Untuk hair fall treatment sih aku lihat ada perubahan, rambut rontokku makin sedikit, tapi ya hasilnya ga signifikan"""
24,2022-01-18T07:18:04.000Z,992381,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/myuteadhilia"">myuteadhilia</a></p>]","[<p class=""profile-age"">19 - 24</p>]",68255,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/day-cream/the-aubree/the-aubree?tab=reviews"">Ceramide Soft Cream</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/the-aubree?tab=products&amp;order=popular&amp;page=1"">the Aubree</a></h3>]","[<span class=""rating-text"">4</span>]","[<span class=""rating-total"">(<!-- -->123<!-- -->)</span>]",Shopee,Day Cream,Moisturizer,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 month - 3 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>myuteadhilia recommends this product!</b></p>]","so far ini lip balm ter-lightweight yg pernah gue coba. Setelah hilang ga bikin bibir kering tp krn dia ngga se-thick lip balm lain, jd emg butuh waktu utk reapply. Setelah diaplikasiin ke bibir tuh dia jd kayak \\u0026#34;oily\\u0026#34; gt tp ngga greasy sama sekali. salah satu lip balm yg oke buat yg gasuka thick texture;)"""
25,2022-01-18T07:15:52.000Z,870995,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/insyirazeafitri"">insyirazeafitri</a></p>]","[<p class=""profile-age"">19 - 24</p>]",88117,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/mask/sleeping-mask/gentle-hour/late-this-night?tab=reviews"">Late This Night Brightening Sleeping Mask</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/gentle-hour?tab=products&amp;order=popular&amp;page=1"">Gentle Hour</a></h3>]","[<span class=""rating-text"">4.3</span>]","[<span class=""rating-total"">(<!-- -->6<!-- -->)</span>]",Gift,Sleeping Mask,Mask,"[<p class=""profile-description"">Normal, Medium Light, Neutral</p>]",3 months - 6 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>insyirazeafitri recommends this product!</b></p>]","suka banget sih sama fw ini, cukup ambil produk nya sedikit sudah mampu mebersihkan seluruh wajah, tidak membuat kulit jadi ketarik setelah nya, malah bikin kulit jadi lembab banget \\u0026amp; berasa minyak2 di wajah pergi jauhhh\xf0\x9f\x98\x86.. packaging nya tube dengan seal di bagian tutup jadi aman banget produk nya tidak terkontaminasi. wajib banget di coba \xf0\x9f\x91\x8d"""
26,2022-01-18T07:10:38.000Z,493960,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/annisaratnah"">annisaratnah</a></p>]","[<p class=""profile-age"">19 - 24</p>]",12539,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/wardah/purifying-serum?tab=reviews"">Lightening Serum Ampoule</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/wardah?tab=products&amp;order=popular&amp;page=1"">Wardah</a></h3>]","[<span class=""rating-text"">3.8</span>]","[<span class=""rating-total"">(<!-- -->849<!-- -->)</span>]",Alfamart,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Normal, Medium, Warm</p>]",3 months - 6 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>annisaratnah recommends this product!</b></p>]","\xf0\x9f\x8d\x83Packaging tube 50gr, khas true to skin, pink tosca cantik banget. \xf0\x9f\x8d\x83Tekstur nya beneran gel ringan, ada lotus leaf nya juga. Wanginya enak banget, relaxing \\u0026amp; fresh. \xf0\x9f\x8d\x83Aku pake gel mask ini semingguan berturut-turut pas muka lagi ngamuk, ngebantu banget buat calming redness \\u0026amp; jerawat yg lagi meradang. afternya juga lebih cerah gitu \xf0\x9f\x98\x8d\xe2\x9c\xa8"""
27,2022-01-18T07:09:35.000Z,870995,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/insyirazeafitri"">insyirazeafitri</a></p>]","[<p class=""profile-age"">19 - 24</p>]",88184,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/face/concealer/mother-of-pearl/cover-age-high-coverage-creamy-concealer-2?tab=reviews"">Cover-Age High Coverage Creamy Concealer</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/mother-of-pearl?tab=products&amp;order=popular&amp;page=1"">Mother of Pearl</a></h3>]","[<span class=""rating-text"">4</span>]","[<span class=""rating-total"">(<!-- -->1<!-- -->)</span>]",Sociolla,Concealer,Face,"[<p class=""profile-description"">Normal, Medium Light, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>insyirazeafitri recommends this product!</b></p>]","Cinta banget sama produk ini karena dia beneran enak di wajah dan ngurangin jerawat aku. Cukup seminggu untuk lihat hasilnya , ini juga atasin beruntusan dan mengontrol minyak di wajahku , sehingga kulit udah ga berminyak lagi dan kerasa lebih lembab serta ga kusam lagi . """
28,2022-01-18T07:08:46.000Z,531982,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/ellakayla"">ellakayla</a></p>]","[<p class=""profile-age"">25 - 29</p>]",11577,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer-36/lotions/emeron/lovely-white-98?tab=reviews"">Lovely White Silky White UV</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/emeron?tab=products&amp;order=popular&amp;page=1"">Emeron</a></h3>]","[<span class=""rating-text"">3.9</span>]","[<span class=""rating-total"">(<!-- -->55<!-- -->)</span>]",Lottemart,Lotion,Moisturizer,"[<p class=""profile-description"">Combination, Medium Light, Neutral</p>]",3 months - 6 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>ellakayla recommends this product!</b></p>]","Sheetmask kecintaan\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f bikin kulit calm. ngeredain beruntusan. essencenya kental dan banyak bikin kulit jadi lebih lembab. ukuran masknya juga pas ga terlalu gede. gampang dicari di minimarket juga ada. luvv\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e\xf0\x9f\x92\x9e"""
29,2022-01-18T07:05:01.000Z,628772,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/kittevil_"">kittevil_</a></p>]","[<p class=""profile-age"">19 - 24</p>]",90514,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/lips/lip-tint/focallure/jelly-clear-dewy-lip-tint-405?tab=reviews"">Jelly Clear Dewy Lip Tint</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/focallure?tab=products&amp;order=popular&amp;page=1"">Focallure</a></h3>]",[],[],Shopee,Lip Stain \\u0026 Tint,Lips,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>kittevil_ recommends this product!</b></p>]","Ini quite affordable and quite good \xf0\x9f\xa4\xad Comes in a plastic bottle with pump, texturenya kayak hair serum pada umumnya dan wanginya enakk. Aplikasinya ga bikin rambut lepek dan rambut ttp halus seharian. Hair oil ini ga bikin ramnut wangi seharian tapi ya. I also don\'t recommend using this kalau kamu catokan karena di aku ttp kecium bau kebakar."""
30,2022-01-18T07:04:58.000Z,870995,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/insyirazeafitri"">insyirazeafitri</a></p>]","[<p class=""profile-age"">19 - 24</p>]",87954,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/powders/loose/mother-of-pearl/microblur-translucent-loose-powder?tab=reviews"">Microblur Translucent Loose Powder</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/mother-of-pearl?tab=products&amp;order=popular&amp;page=1"">Mother of Pearl</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->15<!-- -->)</span>]",Sociolla,Loose,Powder,"[<p class=""profile-description"">Normal, Medium Light, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>insyirazeafitri recommends this product!</b></p>]","Aku sudah 4x coba produk ini, gila woy halussssss bangettttt parah!!! Baunya juga duhileeehh enak bangetttt. Jadi bikin haircare routine aku makin lengkap pake produk ini. Dari aku cuma bagus banget, sehat, wangi, halus, no complaining!!! Good job Joylab Beauty!!!! Oh iya ini pakenya setelah sampo yah, aku sih biasanya abis sampoan ku peres rambutnya sampe airnya hilang, bukan kering lo yaaa.. nah abis itu aplikasiin deh pijit2 tunggu 15 menit. Beres!! Yang aku kurang suka pake ini cuma harus menunggu 15 menitnya aja, aku tipikal yang mager kalo harus hair carean lama lama sihh.. gasabaran akutuuu\xf0\x9f\x98\xad\\n\\nTapi overall, tanpa panjang lebar aku cuma mau bilang WORTH EVERY SINGLE PENNY sih!! Apalagi harganya dibawah 100k dan sering banget diskon juga\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb buruan di coba!!"""
31,2022-01-18T07:04:06.000Z,992261,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/nikmah91"">nikmah91</a></p>]","[<p class=""profile-age"">30 - 34</p>]",80152,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/eye-treatment/eye-serum/npure/marigold-eye-power-serum-concentrate?tab=reviews"">Marigold Eye Power Serum Concentrate</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/npure?tab=products&amp;order=popular&amp;page=1"">N'pure</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->1903<!-- -->)</span>]",FD Try and Review,Eye Serum,Eye Treatment,"[<p class=""profile-description"">Oily, Medium Light, Neutral</p>]",1 week - 1 month,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>nikmah91 recommends this product!</b></p>]","Pertama x pakai ini waktu umurku 22 tahun. Dikulitku ga cocok kya minyakan gtu jadinya. Lg ga berkeringat aja minyakan apalagi pas berkeringat wajah jd basah. Akhirnya kmrin aku pakai di leher dan tangan aja drpd dibuang kan sayang. Sama aku pakai di tumit kaki ku yg kasar"""
32,2022-01-18T06:59:28.000Z,493960,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/annisaratnah"">annisaratnah</a></p>]","[<p class=""profile-age"">19 - 24</p>]",69687,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/face/concealer/wardah/lightening-liquid-concealer-1?tab=reviews"">Lightening Liquid Concealer</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/wardah?tab=products&amp;order=popular&amp;page=1"">Wardah</a></h3>]","[<span class=""rating-text"">4.4</span>]","[<span class=""rating-total"">(<!-- -->138<!-- -->)</span>]",Gift,Concealer,Face,"[<p class=""profile-description"">Normal, Medium, Warm</p>]",1 month - 3 months,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>annisaratnah recommends this product!</b></p>]","SNP PREP Clayronic Pore Toner, wah seneng banget bisa ketemu sama produk yang satu ini \xe2\x9c\xa8 Toner ini punya tekstur watery dan mudah meresap di kulit, pas di aplikasiin beneran bikin redness calming \xe2\x9c\xa8\xf0\x9f\x98\x8d dan produksi sebum di wajah aku juga mengurang \xe2\x9c\xa8 komedo berkurang dan pori-pori mengecil \xe2\x9c\xa8 aku rekomendasiin banget \xf0\x9f\x98\x8d"""
33,2022-01-18T06:56:55.000Z,67219,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/restudestia"">restudestia</a></p>]","[<p class=""profile-age"">25 - 29</p>]",83959,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/lotion-emulsion-45/la-roche-posay/lipikar-baume-apm?tab=reviews"">Lipikar Baume AP+M</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/la-roche-posay?tab=products&amp;order=popular&amp;page=1"">La Roche Posay</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->5<!-- -->)</span>]",Shopee,Lotion \\u0026 Emulsion,Moisturizer,"[<p class=""profile-description"">Combination, Medium Dark, Warm</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>restudestia recommends this product!</b></p>]","Pertama kali melihat di tiktok seperti aman lalu saya coba ternyata di muka enak \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d packaging juga bagus semoga cocok temen temen harus coba deh produk juga sudah BPOM loh aman untuk ibu menyusui dan hamil \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d"""
34,2022-01-18T06:56:48.000Z,951779,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/darmaads"">darmaads</a></p>]","[<p class=""profile-age"">19 - 24</p>]",76610,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/toner/ginger6/like-white-blossom-essence-toner?tab=reviews"">Like White Blossom Essence Toner</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/ginger6?tab=products&amp;order=popular&amp;page=1"">Ginger6</a></h3>]","[<span class=""rating-text"">4.5</span>]","[<span class=""rating-total"">(<!-- -->4<!-- -->)</span>]",istyle,Toner,Cleanser,"[<p class=""profile-description"">Oily, Medium Dark, Warm</p>]",1 month - 3 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>darmaads recommends this product!</b></p>]","Y.O.U Beauty NoutriWear+ Pressed Foundation ini pressed foundation pertama yang aku cobain dengan kandungan Centella Asiatica dan kandungan skincare lain. Warna C304 Pink Nude cocok banget buat skintone aku yang cenderung terang dan memberikan efek tone up yang aku mau. Formulanya ringan dikulit, pas di set di wajah dia smooth like butter. Bener-bener halus banget hasilnya. Hasilnya matte tapi enggak bikin kulitku kering dan pecah-pecah. Natural banget buat dipakai sendiri atau diatas foundation. Tergantung kebutuhan. Menurutku coveragenya medium to full, lumayan bisa menutupi bekas jerawat dan warna kulit yang tidak merata. Pakainya tipis tipis saja setelah itu baru ditumpuk lagi biar kesannya lebih natural. Aku pakai sponge bawaannya krn lebih nyaman dan bisa buat touch up."""
35,2022-01-18T06:56:34.000Z,711504,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/spacestarsss"">spacestarsss</a></p>]","[<p class=""profile-age"">18 and Under</p>]",71854,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cheek/contour/madame-gie/precious-heart-contour?tab=reviews"">Precious Heart Contour</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/madame-gie?tab=products&amp;order=popular&amp;page=1"">Madame Gie</a></h3>]","[<span class=""rating-text"">4</span>]","[<span class=""rating-total"">(<!-- -->3<!-- -->)</span>]",Shopee,Contour,Cheek,"[<p class=""profile-description"">Dry, Medium Light, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>spacestarsss recommends this product!</b></p>]","Mmmm gimana ya jelasinnya. Dia tuh sebenernya bisa dibilang biasa aja gitu gak ngasih kelembapan yang wow juga ga ngasih efek yang cetar juga. Cuman ya memang kalau bangun tidur bawaanya super dewy yang selalu meninggalkan bumps di kanan kiri. Agak ngeselin juga karena wangi rosenya yang nyegrak gitu. Mau cari night cream yang lain aja deh kyknya hehe :("""
