,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,review
126,2022-01-18T04:39:46.000Z,992362,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/InaKH16"">InaKH16</a></p>]","[<p class=""profile-age"">19 - 24</p>]",79698,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/bloomka/bakuchiolvitamin-b3-facial-treatment-serum?tab=reviews"">Bakuchiol + Vitamin B3 Facial Treatment Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/bloomka?tab=products&amp;order=popular&amp;page=1"">Bloomka</a></h3>]","[<span class=""rating-text"">4.5</span>]","[<span class=""rating-total"">(<!-- -->127<!-- -->)</span>]",Shopee,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Oily, Medium, Warm</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>InaKH16 recommends this product!</b></p>]","coverage nya medium ga terlalu nutup bekas jerawat sama bawah mata. tapi untuk harga segini udh bagus lah, baunya enak soft gitu terus gampang di blend. hasilnya lembab enak bgt, tapi ga bisa nahan minyak. harus di set pake powder biar tahan agak lama"""
127,2022-01-18T04:39:35.000Z,45105,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/smkh9"">smkh9</a></p>]","[<p class=""profile-age"">19 - 24</p>]",70037,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/lips/lipstick/implora/urban-lip-cream-matte-20?tab=reviews"">Urban Lip Cream Matte</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/implora?tab=products&amp;order=popular&amp;page=1"">Implora</a></h3>]","[<span class=""rating-text"">4</span>]","[<span class=""rating-total"">(<!-- -->83<!-- -->)</span>]",Traditional market,Lipstick,Lips,"[<p class=""profile-description"">Dry, Medium, Warm</p>]",6 months - 1 year,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>smkh9 recommends this product!</b></p>]","se jatuh cinta itu sama moisturizer yang satu inii. bikin kulit jadi calm, nyaman bangettt. gampang nyerap, ngehydrateee banget. ini juga ngak ada aromanya yah, intinyaa the best guysss. must have item sih menurut akuu................."""
128,2022-01-18T04:39:04.000Z,70737,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/auliaasaf"">auliaasaf</a></p>]","[<p class=""profile-age"">19 - 24</p>]",65455,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/eyes/mascara/pixy/make-it-glow-lash-it-up?tab=reviews"">Make It Glow Lash It Up</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/pixy?tab=products&amp;order=popular&amp;page=1"">PIXY</a></h3>]","[<span class=""rating-text"">5</span>]","[<span class=""rating-total"">(<!-- -->582<!-- -->)</span>]",Sociolla,Mascara,Eyes,"[<p class=""profile-description"">Combination, Light, Neutral</p>]",1 week - 1 month,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>auliaasaf recommends this product!</b></p>]","MAKE OVER Silky Smooth Translucent Powder adalah bedak tabur transparan yang mudah untuk diratakan, sehingga hasil makeup kita lebih keliatan natural dan lembut. Teksturnya yang halus juga dapat menyerap kelebihan minyak pada kulit, terutama daerah T-zone yang paling mudah berminyak. Untuk teman-teman yang memiliki jenis kulit kering, pastikan kulit kamu sudah terhidrasi dengan baik sebelum menggunakan bedak tabur ini sebagai finishing makeup untuk menghindari hasil makeup yang cakey dan crack di tempat-tempat tertentu."""
129,2022-01-18T04:38:54.000Z,924649,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/enikeveronika"">enikeveronika</a></p>]","[<p class=""profile-age"">30 - 34</p>]",83693,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/azarine-cosmetics/revitalizingly-bright-depuff-eye-gel-1?tab=reviews"">Revitalizing Anti aging serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/azarine-cosmetics?tab=products&amp;order=popular&amp;page=1"">Azarine Cosmetics</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->799<!-- -->)</span>]",Brand website,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Normal, Medium Light, Neutral</p>]",Less than 1 week,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>enikeveronika recommends this product!</b></p>]","\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4"""
130,2022-01-18T04:38:53.000Z,755492,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Zulfaa_Kh"">Zulfaa_Kh</a></p>]","[<p class=""profile-age"">19 - 24</p>]",87682,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/somethinc/2-bha-salicylic-acid-liquid-perfector?tab=reviews"">2% BHA Salicylic Acid Liquid Perfector</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/somethinc?tab=products&amp;order=popular&amp;page=1"">Somethinc</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->147<!-- -->)</span>]",Instagram,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 week - 1 month,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Zulfaa_Kh recommends this product!</b></p>]","Aku udah pake ini selama beberapa hari..Alhamdulillah belum ada reaksi negatif..jenis kulit ku termasuk kering nah selama pemakaian aku perhatiin rasanya ringan seperti tidak pakai apa apa, setelah wudhu atau cuci muka tetap berasa kering dan kurang moist seperti claimnya 24 HR Moisture Lock Moisturizer..mungkin harus dibarengin serum atau produk lain kali ya? Aku masih basic skincare sih.."""
131,2022-01-18T04:37:42.000Z,70737,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/auliaasaf"">auliaasaf</a></p>]","[<p class=""profile-age"">19 - 24</p>]",19011,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/day-cream/cosrx/aloe-vera-oil-free-moisture-cream?tab=reviews"">Aloe Vera Oil-Free Moisture Cream</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/cosrx?tab=products&amp;order=popular&amp;page=1"">Cosrx</a></h3>]","[<span class=""rating-text"">3.5</span>]","[<span class=""rating-total"">(<!-- -->51<!-- -->)</span>]",Sociolla,Day Cream,Moisturizer,"[<p class=""profile-description"">Combination, Light, Neutral</p>]",1 week - 1 month,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>auliaasaf recommends this product!</b></p>]","Wangi ini tuh kaya jasmine tapi sedikit powdery. Wanginya soft banget. Buat orang-orang yang suka wangi soft dan jasmine kayanya suka. Buat ketahanan dia lumayan sebenernya untuk harga segitu. Yaa kalau di dalem ruangan sekitar 2-3 jam (kalau semprot di beberapa titik doang). Kalau ditanya suka atau ga, sebenernya ini lumayan karena dia soft dan wangi jasmine-nya oke, tapi sayang gue bukan tipe yang suka powdery scent :("""
132,2022-01-18T04:36:46.000Z,70737,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/auliaasaf"">auliaasaf</a></p>]","[<p class=""profile-age"">19 - 24</p>]",72457,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/sun-protection-44/wardah/uv-shield-active-protection-serum-spf-50-pa?tab=reviews"">UV Shield Active Protection Serum SPF 50 PA+++</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/wardah?tab=products&amp;order=popular&amp;page=1"">Wardah</a></h3>]","[<span class=""rating-text"">3.7</span>]","[<span class=""rating-total"">(<!-- -->129<!-- -->)</span>]",Shopee,Sun Protection,Moisturizer,"[<p class=""profile-description"">Combination, Light, Neutral</p>]",1 week - 1 month,y,3,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>auliaasaf recommends this product!</b></p>]","Ini serum exgoliate yang cukup gentle dan cocok untuk pemula. Serumnya ringan, teksturnya cair. Pas di apply di kulit, serumnya jadi kayak berbusa, tapi setelahnya meresap dan tetap nyaman. Di aku membantu banget untuk kulit yang lagi ada bruntusannya."""
133,2022-01-18T04:36:37.000Z,45105,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/smkh9"">smkh9</a></p>]","[<p class=""profile-age"">19 - 24</p>]",85048,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/implora/implora-serum-wajah-3?tab=reviews"">Peeling Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/implora?tab=products&amp;order=popular&amp;page=1"">Implora</a></h3>]","[<span class=""rating-text"">4.4</span>]","[<span class=""rating-total"">(<!-- -->123<!-- -->)</span>]",Traditional market,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Dry, Medium, Warm</p>]",1 month - 3 months,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>smkh9 recommends this product!</b></p>]","Buat yang memang bulu matanya turun atau kurang lebat, it works really well! Beberapa minggu pertama beneran lebih lebat \\u0026amp; panjang, packaging juga super cute. Tekstur ringan, ga pedih kalo kena mata, awal mula warna bening cair, water based. Nah tapi setelah beberapa lama dipakai (sekitar 2 minggu) ada perubahan warna menjadi butek \\u0026amp; menggumpal walau udah hati2 supaya tetep bersih pemakaiannya. Sisa dikit banget masih aku pakai, tetap bantu melebatka tapi jadi kurang efektif dari pertama kali pakai. Wanginya juga mengalami perubahan, awal tidak ada bau sekarang sedikit ada baunya. Would be really great kalau ada solusi untun perubahan yg terjadi ke produk."""
134,2022-01-18T04:35:50.000Z,755492,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Zulfaa_Kh"">Zulfaa_Kh</a></p>]","[<p class=""profile-age"">19 - 24</p>]",87681,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/somethinc/hyalapore-away-solution?tab=reviews"">Hyalapore Away Solution</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/somethinc?tab=products&amp;order=popular&amp;page=1"">Somethinc</a></h3>]","[<span class=""rating-text"">4.7</span>]","[<span class=""rating-total"">(<!-- -->160<!-- -->)</span>]",Instagram,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 week - 1 month,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Zulfaa_Kh recommends this product!</b></p>]","niat hati beli ini biar samaan dgn moisturizernya, eh apalah daya malah gak cocok di muka. entah kenapa berasa kayak kurang bersih aja gitu setelah dibilas dan ninggalin sensasi kayak ketarik dan gatal di bbrp bagian wajah yg sensitif. repurchase: big no! sorry to say this tp ak emang bener2 gak secocok itu sma FW ini"""
135,2022-01-18T04:35:22.000Z,950540,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/isvarajenar"">isvarajenar</a></p>]","[<p class=""profile-age"">19 - 24</p>]",45959,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/facial-wash/roro-mendut/herbal-facial-wash-liquid?tab=reviews"">Herbal Facial Wash Liquid</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/roro-mendut?tab=products&amp;order=popular&amp;page=1"">Roro Mendut</a></h3>]","[<span class=""rating-text"">4.7</span>]","[<span class=""rating-total"">(<!-- -->53<!-- -->)</span>]",Shopee,Facial Wash,Cleanser,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>isvarajenar recommends this product!</b></p>]","Second cleanser worth to try bahkan suami gw pakai juga dan suka. Teksturnya gel jadi pakai sedikit aja udah bisa buat semuka dan seleher. Light banget gak bikin after use-nya kulit jadi kering. Malahan rasanya plumping kulit gw. Packagingnya juga mewah banget tapi handy buat dibawa travelling. Buat kulit gw yang berjerawat, produk ini gak bikin kulit gw bereaksi negative."""
136,2022-01-18T04:33:44.000Z,755492,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Zulfaa_Kh"">Zulfaa_Kh</a></p>]","[<p class=""profile-age"">19 - 24</p>]",87686,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/somethinc/60-vita-propolis-bee-venom-glow-serum?tab=reviews"">60% Vita Propolis + Bee Venom Glow Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/somethinc?tab=products&amp;order=popular&amp;page=1"">Somethinc</a></h3>]","[<span class=""rating-text"">4.7</span>]","[<span class=""rating-total"">(<!-- -->173<!-- -->)</span>]",Instagram,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 week - 1 month,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Zulfaa_Kh recommends this product!</b></p>]","Multifunction gel product yg aku sukaaaa bgt. Aku pernah coba yang marine collagen, tapi aku lebih sukaaaa yg ini. Karena wanginyaaa enak banget dan bener bener soothing. so far aku pakai ke badan aja sih khususnya ke bagian bagian yg kerin seperti siku, lutut dan telapak kaki. So far melembabkan banget dan bener-bener nyaman, sama sekali gak ada kesan lengket karena langsung menyerap."""
137,2022-01-18T04:33:21.000Z,992362,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/InaKH16"">InaKH16</a></p>]","[<p class=""profile-age"">19 - 24</p>]",87859,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/day-cream/bloomka/happy-barrier-melted-moisturizer?tab=reviews"">Happy Barrier Melted Moisturizer</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/bloomka?tab=products&amp;order=popular&amp;page=1"">Bloomka</a></h3>]","[<span class=""rating-text"">4.6</span>]","[<span class=""rating-total"">(<!-- -->22<!-- -->)</span>]",Shopee,Day Cream,Moisturizer,"[<p class=""profile-description"">Oily, Medium, Warm</p>]",1 week - 1 month,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>InaKH16 recommends this product!</b></p>]","Nutrilash ini produk lash care pertama aku, jujur aku jarang banget perhatian sama alis dan bulu mata aku.. aku pikir bulu mata rontok itu normal tapi lambat laun kok bulu mataku menuju ke arah kebotakan\xf0\x9f\x98\xad kurang cantik kalo pake mascara\xf0\x9f\xa5\xba.. nah aku pake produk ini lagi rutin rutinnya sehari 2x saat mau aktivitas dan malem sebelum tidur, aku applynya cuma di bulu mata aja, karna alisku cukup berambut dan ngga mau lebih lebat lg jadi aku ga apply di alis. Di pemakaian sebulanan ini yang aku rasain bulu mataku yang sudah ada jadi lebih panjang walopun belum lebat, sepertinya kalau mau lebat harus dicoba beberapa bulan ke depan.. i will update it to you guys!!\\nFeel abis apply menurutku sedikit berat karna dia walopun watery tapi mengandung beberapa natural oils, setelah apply ngga perih di mata dan bisa dipake anak2 hingga dewasa ya guys!!"""
138,2022-01-18T04:32:14.000Z,950537,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/hasyainka"">hasyainka</a></p>]","[<p class=""profile-age"">19 - 24</p>]",45962,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/cleanser/facial-wash/roro-mendut/herbal-facial-wash-soap-bar?tab=reviews"">Herbal Facial Wash Soap Bar</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/roro-mendut?tab=products&amp;order=popular&amp;page=1"">Roro Mendut</a></h3>]","[<span class=""rating-text"">4.4</span>]","[<span class=""rating-total"">(<!-- -->73<!-- -->)</span>]",Shopee,Facial Wash,Cleanser,"[<p class=""profile-description"">Normal, Medium, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>hasyainka recommends this product!</b></p>]","shade kedua yg aku punya dari Maybelline series liquid. jujur awalnya takut pake shade ini soalnya kukit aku sering \xe2\x80\x9cnabrak\xe2\x80\x9d kalau warna lipstiknya seperti ini dan bikin susah match dng make up aku. eh ternyata, pas pakai ini malah jadi seger banget warnanya di kulit aku yg sawo matang, nggak bikin pucat, nggak bikin looks nya terlalu on point, dan hasilnya lebih kalem. malah, point plus nya ini cocok banget di ombre dengan yg shade 03. aku suka banget shade ini"""
139,2022-01-18T04:30:15.000Z,890660,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/bellamaswati"">bellamaswati</a></p>]","[<p class=""profile-age"">25 - 29</p>]",77105,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/fragrance/body-mist-spray-52/careso/careso-body-fragrance-4?tab=reviews"">Body Fragrance</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/careso?tab=products&amp;order=popular&amp;page=1"">Careso</a></h3>]","[<span class=""rating-text"">4.5</span>]","[<span class=""rating-total"">(<!-- -->22<!-- -->)</span>]",Shopee,"EDC, Body Mist \\u0026 Spray",Fragrance,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 week - 1 month,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>bellamaswati recommends this product!</b></p>]","guys Tekstur Serum ini ga oily dan gampang banget meresap ke kulit wajah loh, dan tau ga guys manjur banget buat ngilangin kerutan di wajah apalagi garis halus selain itu juga gak bikin kulit jadi kering ada bakuchiol dan multi peptide , setelah rutin pemakaian jujur asli wajahku makin kenyal bagus bgt sumpah fixx ini recomend bgt buat kalian guyss anti anging ini dan harga nya worth it bgt\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0"""
140,2022-01-18T04:29:23.000Z,950536,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/gadishyuna"">gadishyuna</a></p>]","[<p class=""profile-age"">19 - 24</p>]",45944,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/grooming/intimate-care/roro-mendut/v-scrub-rempah-hitam?tab=reviews"">V-Scrub Rempah Hitam</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/roro-mendut?tab=products&amp;order=popular&amp;page=1"">Roro Mendut</a></h3>]","[<span class=""rating-text"">4.5</span>]","[<span class=""rating-total"">(<!-- -->76<!-- -->)</span>]",Shopee,Intimate Care,Personal Care,"[<p class=""profile-description"">Normal, Medium Light, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>gadishyuna recommends this product!</b></p>]"," jatuh cinta bgttt sama roro mendut..pertama beli karena review org yg blg bs ngilangin kerutan halus di bawah mata dan ternyataaa benerrrr donkk nyamarin bgttt..uda gitu harganya ramah di kantong..bakal repurchase sih ini mahh..good job ! """
141,2022-01-18T04:29:09.000Z,70737,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/auliaasaf"">auliaasaf</a></p>]","[<p class=""profile-age"">19 - 24</p>]",50546,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/sun-protection-44/elsheskin/anti-aging-daily-protection?tab=reviews"">Anti-Aging Daily Protection</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/elsheskin?tab=products&amp;order=popular&amp;page=1"">ElsheSkin</a></h3>]","[<span class=""rating-text"">4.1</span>]","[<span class=""rating-total"">(<!-- -->8<!-- -->)</span>]",Shopee,Sun Protection,Moisturizer,"[<p class=""profile-description"">Combination, Light, Neutral</p>]",1 month - 3 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>auliaasaf recommends this product!</b></p>]","Packagingnya terkesan futuristik , bewarna silver dan dilengkapi cermin. Tekstur blush on ini powdery tapi tidak banyak meninggalkan fall out. Warnanya matte shimmery yang super pigmented. Sekali pulas, warna langsung keluar dan membuat kesan segar pada wajah. Kualitasnya sepadan dengan harganya."""
